name,city_clean,city_tier,location,cusine,rating,votes,cost_for_two,price_tier,has_online_order,has_table_booking,delivery_only,anom_iqr_cost,anom_zscore_cost,anom_isoforest,operational_risk
Honest,Ahmedabad,Tier 1,Vastrapur,"North Indian, South Indian, Fast Food, Chinese",2.8,129,700.0,Premium (700-1500),True,False,False,False,False,False,True
Honest,Ahmedabad,Tier 1,Sarkhej,"North Indian, Fast Food, South Indian, Chinese",2.8,87,700.0,Premium (700-1500),True,False,False,False,False,False,True
City Corner,Ahmedabad,Tier 1,Ghatlodia,"North Indian, South Indian, Fast Food",2.9,90,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Alibaba & 41 Dishes,Kochi,Tier 2+,Edappally,"Continental, South Indian",2.9,237,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Big Chef,Chandigarh,Tier 2+,"Sector 21, Chandigarh","North Indian, Chinese",2.5,118,700.0,Premium (700-1500),True,False,False,False,False,True,True
Pizzitalia,Jaipur,Tier 2+,Shyam Nagar,Pizza,2.8,164,550.0,Mid-range (300-700),True,False,False,False,False,False,True
The Cellar,Chandigarh,Tier 2+,"Sector 9, Panchkula","North Indian, Chinese, Continental",2.7,23,900.0,Premium (700-1500),False,False,False,False,False,False,True
Pizzitalia,Jaipur,Tier 2+,Mansarovar,Pizza,2.8,29,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Pizza City,Jaipur,Tier 2+,Pink City,"Pizza, Italian",2.9,8,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Domino's Pizza,Ahmedabad,Tier 1,Bopal,"Pizza, Fast Food",2.9,645,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Dominoes,Ahmedabad,Tier 1,Adalaj,"Pizza, Fast Food",2.8,10,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Doaba Deluxe Dhaba,Chandigarh,Tier 2+,Kharar Road,North Indian,2.8,77,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Apna Sweets,Indore,Tier 2+,Rau,"Mithai, North Indian, South Indian",2.2,362,500.0,Mid-range (300-700),False,False,False,False,False,True,True
The Hide Out,Allahabad,Tier 2+,Naini,"Cafe, North Indian",2.9,26,500.0,Mid-range (300-700),True,False,False,False,False,False,True
U.S.Pizza,Allahabad,Tier 2+,Colonel Ganj,"Pizza, Salad",2.8,28,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Pizza Hut,Indore,Tier 2+,Vijay Nagar,"Pizza, Fast Food, Italian",2.9,35,700.0,Premium (700-1500),True,False,False,False,False,False,True
Fantasy,Indore,Tier 2+,Sapna Sangeeta,"Italian, Fast Food",2.8,81,700.0,Premium (700-1500),False,False,False,False,False,False,True
Da Vue,Guwahati,Tier 2+,Six Mile,"North Indian, Chinese, Continental",2.7,10,700.0,Premium (700-1500),False,False,False,False,False,False,True
Mugs And Beans,Indore,Tier 2+,Manik Bagh Road,"North Indian, Italian, Fast Food",2.5,6,750.0,Premium (700-1500),True,False,False,False,False,True,True
New Novelty Restaurant,Allahabad,Tier 2+,Chowk,North Indian,2.7,12,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Alav,Indore,Tier 2+,Rajendra Nagar,"North Indian, Chinese",2.5,30,700.0,Premium (700-1500),False,False,False,False,False,True,True
Silk Restaurant,Allahabad,Tier 2+,Bairahana,"North Indian, South Indian, Chinese",2.8,7,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Waffles & More,Indore,Tier 2+,Vijay Nagar,"Cafe, Desserts",2.9,4,500.0,Mid-range (300-700),False,False,False,False,False,False,True
TGB Café n Bakery,Vadodara,Tier 2+,Diwalipura,Bakery,2.9,4,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Golden Gate Bar & Restaurant,Bhubaneswar,Tier 2+,Lakshmi Sagar,"North Indian, Chinese, Finger Food",2.9,19,800.0,Premium (700-1500),False,False,False,False,False,False,True
Subway,Indore,Tier 2+,Airport Road,"Healthy Food, Sandwich, Salad",2.8,29,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Subway,Indore,Tier 2+,South Tukoganj,"Healthy Food, Sandwich, Salad",2.8,41,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Wat-a-Biryani,Bhubaneswar,Tier 2+,Satya Nagar,"Biryani, North Indian",2.7,17,600.0,Mid-range (300-700),False,False,True,False,False,False,True
Koffee King,Indore,Tier 2+,Press Complex,"Cafe, Ice Cream",2.9,20,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Jungli Moon Dance Restaurant,Ranchi,Tier 2+,Kanka,"North Indian, South Indian, Chinese",2.7,153,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Indore,Tier 2+,Old Palasia,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,22,700.0,Premium (700-1500),True,False,False,False,False,True,True
Cafe Coffee Day,Ranchi,Tier 2+,Lalpur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,29,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Ranchi,Tier 2+,Lalpur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,6,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Saurashtra Restaurant,Vadodara,Tier 2+,Makarpura,North Indian,2.9,5,500.0,Mid-range (300-700),False,False,False,False,False,False,True
GNC Fast Food,Vadodara,Tier 2+,Mandvi,"North Indian, Roast Chicken",2.8,5,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Modak Pure Veg,Aurangabad,Tier 2+,CIDCO,"Chinese, North Indian, South Indian",2.5,47,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Black Pearl,Indore,Tier 2+,Vijay Nagar,"North Indian, Fast Food",2.6,44,900.0,Premium (700-1500),True,False,False,False,False,True,True
Kruz,Ranchi,Tier 2+,Bariatu,"North Indian, Continental, Chinese, Cafe",2.8,31,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Danish,Mangalore,Tier 2+,KS Rao Nagar,"Arabian, Bihari, Beverages",2.7,41,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Danish,Mangalore,Tier 2+,Lalbagh,"Arabian, Bihari, Beverages",2.6,37,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Shree Rathnam,Ludhiana,Tier 2+,BRS Nagar,"South Indian, North Indian",2.9,6,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Mangalore,Tier 2+,Ashok Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,4,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Adda Cafe,Ranchi,Tier 2+,Doranda,"Cafe, Burger, Italian, Chinese, Beverages, Rolls, Sandwich",2.6,9,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Food Kraft,Aurangabad,Tier 2+,Akashwani,"North Indian, South Indian",2.7,11,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Dawat Inn,Aurangabad,Tier 2+,Waluj,North Indian,2.9,8,800.0,Premium (700-1500),True,False,False,False,False,False,True
Coral - Hotel Comfort Inn,Amritsar,Tier 2+,Ranjit Avenue,Finger Food,2.8,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Shivneri,Aurangabad,Tier 2+,Chikalthana,"North Indian, Chinese",2.9,8,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Baker Street,Indore,Tier 2+,Airport Road,"Bakery, Tea, Coffee",2.9,5,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Navnath Veg Restaurant,Aurangabad,Tier 2+,CIDCO,"South Indian, Maharashtrian",2.8,4,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Chicks On Fire,Ludhiana,Tier 2+,Model Town,"North Indian, Chinese",2.7,45,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Yuvraj,Mangalore,Tier 2+,Hampankatta,"Chinese, North Indian, South Indian, Continental",2.5,15,1200.0,Premium (700-1500),True,False,False,True,False,True,True
Hotel Junior Kuppanna,Coimbatore,Tier 2+,Ganapathy,"Chettinad, South Indian",2.8,125,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Chevron Restaurant,Ludhiana,Tier 2+,Model Town,"North Indian, Continental, Chinese",2.7,63,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Pizza Hut,Coimbatore,Tier 2+,RS Puram,"Pizza, Fast Food, Italian",2.8,5,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Kovai Biryani Hotel,Coimbatore,Tier 2+,Saravanampatty,"Biryani, South Indian",2.6,134,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Punjabi Rasoi,Mangalore,Tier 2+,Lalbagh,North Indian,2.8,4,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Katta Merta Restaurant,Mangalore,Tier 2+,Marnamikatte,"Arabian, Chinese, North Indian",2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Leela Classic,Ludhiana,Tier 2+,Civil Lines,"Italian, North Indian, Chinese, Continental",2.7,28,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Naunidh,Ludhiana,Tier 2+,Gill Road,"North Indian, South Indian, Chinese, Fast Food",2.6,24,700.0,Premium (700-1500),False,False,False,False,False,True,True
Cafe Coffee Day,Coimbatore,Tier 2+,Thudiyalur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,21,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Coimbatore,Tier 2+,Ganapathy,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,11,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Coimbatore,Tier 2+,Gandhipuram,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,6,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Babbu's Celebrations,Nagpur,Tier 2+,Hingna T Point,"North Indian, Chinese",2.3,196,750.0,Premium (700-1500),True,False,False,False,False,True,True
Zaika Hakeem Restaurant,Bhopal,Tier 2+,BHEL,Mughlai,2.6,178,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Kanpur,Tier 2+,Kakadeo,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.6,59,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Kanpur,Tier 2+,Rawatpur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.4,14,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Cafe Coffee Day,Bhopal,Tier 2+,Maharana Pratap Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.6,50,650.0,Mid-range (300-700),False,False,False,False,False,True,True
Cafe Coffee Day,Bhopal,Tier 2+,Gulmohar Colony,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,17,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Bhopal,Tier 2+,JP Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,21,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Friends Cafe & Lounge,Kanpur,Tier 2+,Arya Nagar,"North Indian, Fast Food",2.8,51,800.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Coffee Day,Nagpur,Tier 2+,Civil Lines,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.6,65,700.0,Premium (700-1500),True,False,False,False,False,True,True
Barista,Kanpur,Tier 2+,Mall Road,"Cafe, Coffee, Fast Food, Beverages, Desserts",2.8,49,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Nagpur,Tier 2+,Dharampeth,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.6,9,700.0,Premium (700-1500),False,False,False,False,False,True,True
Chef Style,Ludhiana,Tier 2+,Model Town,"North Indian, Chinese, Continental",2.9,4,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Ashok Hotel Restaurant & Bar,Ludhiana,Tier 2+,Ludhiana Junction,"North Indian, Chinese, Mughlai",2.9,6,800.0,Premium (700-1500),True,False,False,False,False,False,True
The President Hotel,Kanpur,Tier 2+,Keshavpuram,North Indian,2.8,31,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Amrutha Bar & Restaurant,Visakhapatnam,Tier 2+,MVP Colony,Finger Food,2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sizzling Tadka,Ludhiana,Tier 2+,Sarabha Nagar,"North Indian, Chinese",2.7,4,800.0,Premium (700-1500),False,False,False,False,False,False,True
Wooddy Jhone’s Pizza,Vadodara,Tier 2+,Karelibaug,"Pizza, Fast Food",2.3,102,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Wooddy Jhone’s Pizza,Vadodara,Tier 2+,Sama,"Pizza, Fast Food",2.9,10,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Goodies Cafeteria,Vadodara,Tier 2+,Akota,"Fast Food, North Indian, Bakery",2.8,75,700.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Orient Taibah,Nagpur,Tier 2+,Gandhibagh,"North Indian, Chinese",2.6,78,700.0,Premium (700-1500),True,False,False,False,False,True,True
Airbus,Kanpur,Tier 2+,Nandlal Chawraha,"North Indian, Continental",2.6,27,800.0,Premium (700-1500),True,False,False,False,False,True,True
Moti Mahal Deluxe,Bhopal,Tier 2+,Maharana Pratap Nagar,"North Indian, South Indian",2.7,18,800.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Maharashtra Darbar House Of Biryani,Nashik,Tier 2+,Cidco,North Indian,2.9,7,600.0,Mid-range (300-700),True,False,False,False,False,False,True
K2 Club & Lounge,Bhopal,Tier 2+,Arera Colony,"North Indian, Fast Food, Salad, Kebab, Biryani",2.7,46,800.0,Premium (700-1500),True,False,False,False,False,False,True
Amruta Ruchulu,Visakhapatnam,Tier 2+,Vishalaksmi Nagar,"Seafood, South Indian, Andhra",2.8,9,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Copper Handi,Ludhiana,Tier 2+,Samrala Chowk,"North Indian, Chinese, Continental, Italian",2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Mandakini,Kanpur,Tier 2+,Saket Nagar,North Indian,2.5,23,650.0,Mid-range (300-700),False,False,False,False,False,True,True
Punjabi Bhatti,Ludhiana,Tier 2+,Model Town,North Indian,2.8,4,800.0,Premium (700-1500),False,False,False,False,False,False,True
Wat-a-Biryani,Kanpur,Tier 2+,Fazalganj,"Biryani, North Indian",2.8,11,500.0,Mid-range (300-700),True,False,True,False,False,False,True
Cafe Coffee Day,Nashik,Tier 2+,Satpur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,10,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Nashik,Tier 2+,Satpur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,4,700.0,Premium (700-1500),False,False,False,False,False,False,True
Sri Shiva Shakti Restaurant & Bar,Visakhapatnam,Tier 2+,Dondaparithy,"North Indian, Chinese, Biryani",2.8,10,800.0,Premium (700-1500),False,False,False,False,False,False,True
Biryani Plaza Hotel,Nagpur,Tier 2+,Gokulpeth,North Indian,2.8,4,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Rayappas,Coimbatore,Tier 2+,RS Puram,South Indian,2.4,35,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Real Paprika,Vadodara,Tier 2+,Diwalipura,"Pizza, Fast Food, Chinese",2.4,50,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Food Garage,Bhopal,Tier 2+,TT Nagar,Mughlai,2.6,31,450.0,Mid-range (300-700),False,False,False,False,False,False,True
President Hotel,Kanpur,Tier 2+,Fazalganj,"North Indian, Chinese",2.8,8,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Hakuna Matata,Nagpur,Tier 2+,Bajaj Nagar,"Fast Food, North Indian",2.4,22,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Saffron Express,Bhopal,Tier 2+,Maharana Pratap Nagar,"North Indian, Biryani",2.4,17,500.0,Mid-range (300-700),True,False,False,False,False,True,True
The Punjabi Grill,Nagpur,Tier 2+,Wardhaman Nagar,"North Indian, Mughlai",2.6,13,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Neopolitan Pizza,Vadodara,Tier 2+,Nizampura,"Pizza, Fast Food",2.4,61,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Puran Da Dhaba,Nagpur,Tier 2+,Wardha Road,North Indian,2.4,18,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Hotel Vaani Continental,Kanpur,Tier 2+,Govindpuri,"North Indian, Chinese",2.7,5,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Kolar,Bhopal,Tier 2+,Kolar,North Indian,2.3,20,650.0,Mid-range (300-700),True,False,False,False,False,True,True
Wat-a-Biryani,Bhopal,Tier 2+,TT Nagar,"Biryani, North Indian",2.7,12,500.0,Mid-range (300-700),True,False,True,False,False,False,True
Orchid,Nagpur,Tier 2+,Hingna T Point,"North Indian, Chinese, Continental",2.7,24,700.0,Premium (700-1500),True,False,False,False,False,False,True
Tappry Express,Nagpur,Tier 2+,Ayodhya Nagar,"North Indian, Chinese, Fast Food, Biryani, Beverages",2.8,9,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Ooty Chocolates,Coimbatore,Tier 2+,Ramanathapuram,"Desserts, Ice Cream",2.9,4,650.0,Mid-range (300-700),True,False,False,False,False,False,True
KR Bakes,Coimbatore,Tier 2+,Saibaba Colony,"Bakery, North Indian, South Indian, Fast Food",2.8,10,500.0,Mid-range (300-700),True,False,False,False,False,False,True
KR Bakes,Coimbatore,Tier 2+,Saibaba Colony,"Bakery, North Indian, South Indian, Fast Food",2.8,6,500.0,Mid-range (300-700),True,False,False,False,False,False,True
KR Bakes,Coimbatore,Tier 2+,Town Hall,"Bakery, North Indian, South Indian, Fast Food",2.8,7,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Sai,Nashik,Tier 2+,Satpur,"North Indian, Maharashtrian, Fast Food",2.8,9,700.0,Premium (700-1500),True,False,False,False,False,False,True
Beach Kandy,Nagpur,Tier 2+,Amravati Road,"Continental, Chinese, Fast Food",2.9,6,700.0,Premium (700-1500),False,False,False,False,False,False,True
The D Pizza,Vadodara,Tier 2+,Bhayli,"Pizza, Italian, Fast Food",2.6,49,600.0,Mid-range (300-700),False,False,False,False,False,False,True
The D Pizza,Vadodara,Tier 2+,Nizampura,"Pizza, Italian, Fast Food",2.4,44,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Hotel Sunny International,Nagpur,Tier 2+,Dhantoli,North Indian,2.9,11,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Zaika Restaurant,Vadodara,Tier 2+,Diwalipura,"North Indian, Chinese, Seafood",2.5,83,900.0,Premium (700-1500),True,False,False,False,False,True,True
3Q Premium Restaurant,Bhubaneswar,Tier 2+,Nayapalli,"North Indian, Biryani, Chinese",2.8,428,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Bamboo House,Nashik,Tier 2+,Pathardi Phata,"North Indian, Chinese",2.8,7,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Four Seasons Restaurant,Coimbatore,Tier 2+,Kalapatti,"South Indian, North Indian",2.9,16,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Shambys Pizza Cafe,Bhopal,Tier 2+,Habib Ganj,"Cafe, Italian, Pizza, Fast Food, Beverages",2.8,6,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Gayatri Bhavan,Vadodara,Tier 2+,Alkapuri,"North Indian, Gujarati",2.4,64,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Cafe Coffee Day,Vadodara,Tier 2+,Manjalpur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,53,700.0,Premium (700-1500),True,False,False,False,False,False,True
Chai Break,Bhubaneswar,Tier 2+,Patrapada,"North Indian, Chinese, Italian, Pizza, Biryani",2.9,8,750.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Guwahati,Tier 2+,Six Mile,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,27,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Vadodara,Tier 2+,Diwalipura,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,30,700.0,Premium (700-1500),True,False,False,False,False,True,True
Cafe Coffee Day,Guwahati,Tier 2+,Amingaon,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,32,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Vadodara,Tier 2+,Fatehgunj,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,34,700.0,Premium (700-1500),False,False,False,False,False,True,True
Cafe Coffee Day,Vadodara,Tier 2+,Fatehgunj,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,10,700.0,Premium (700-1500),False,False,False,False,False,False,True
Yellow Khazana,Nagpur,Tier 2+,Hingna T Point,"Chinese, Continental, North Indian, Rolls, Mughlai",2.9,6,650.0,Mid-range (300-700),True,False,False,False,False,False,True
